Date,Sales
2018-03-23,5716.744002005662
2018-03-24,3178.2557492217998
2018-03-25,6663.416149229706
2018-03-26,7353.905696774844
2018-03-27,7036.827103836722
2018-03-28,6812.672193740074
2018-03-29,6754.892912754743
2018-03-30,5995.418053339385
2018-03-31,3424.660308438089
2018-04-01,6873.211486893421
2018-04-02,7523.477403917639
2018-04-03,7163.396618035304
2018-04-04,6894.388293938144
2018-04-05,6790.90096345408
2018-04-06,5985.904358274486
2018-04-07,3370.870175362617
2018-04-08,6777.437499308746
2018-04-09,7389.0208900750995
2018-04-10,6994.500431479582
2018-04-11,6696.14269633064
2018-04-12,6569.124636098964
2018-04-13,5747.003329369603
2018-04-14,3121.6781413169465
2018-04-15,6525.041620026786
2018-04-16,7140.577630276589
2018-04-17,6757.046386978631
2018-04-18,6476.405573547459
2018-04-19,6373.339636195832
2018-04-20,5580.7401209652335
2018-04-21,2989.683388153644
2018-04-22,6431.101666524372
2018-04-23,7087.405447383319
2018-04-24,6746.196256552317
2018-04-25,6508.2182577467365
2018-04-26,6446.91995943722
2018-04-27,5693.96800852612
2018-04-28,3139.258482187902
2018-04-29,6612.620703111327
2018-04-30,7295.466714763382
2018-05-01,6974.544268878869
2018-05-02,6749.901562556294
2018-05-03,6694.473664630343
2018-05-04,5939.612297037064
2018-05-05,3375.1078326821867
2018-05-06,6830.898189845564
2018-05-07,7488.721509204688
2018-05-08,7135.850738536351
2018-05-09,6873.05789466555
2018-05-10,6774.1788409432365
2018-05-11,5971.620393609234
2018-05-12,3356.35526969228
2018-05-13,6759.6002730214095
2018-05-14,7364.435426787402
2018-05-15,6959.503084137957
2018-05-16,6646.935750715366
2018-05-17,6501.884453220488
2018-05-18,5657.9904670983515
2018-05-19,3007.3468907111314
2018-05-20,6382.146385534861
2018-05-21,6966.273635693367
2018-05-22,6548.9823010030705
2018-05-23,6232.805816916939
2018-05-24,6093.074354382323
2018-05-25,5263.381076583831
2018-05-26,2635.544340445873
2018-05-27,6041.2621539239335
2018-05-28,6663.717265394084
2018-05-29,6291.268593818942
2018-05-30,6025.3964816664875
2018-05-31,5940.236200422618
2018-06-01,5168.079334759119
2018-06-02,2599.3702097137916
2018-06-03,6064.396459283609
2018-06-04,6744.931124723485
2018-06-05,6427.964704316296
2018-06-06,6213.675006541792
2018-06-07,6175.005510621141
2018-06-08,5443.193700559027
2018-06-09,2907.7943335595296
2018-06-10,6398.392298903011
2018-06-11,7096.2618659472355
2018-06-12,6788.1102987762215
2018-06-13,6574.053401510537
2018-06-14,6527.193575094555
2018-06-15,5779.141895187682
2018-06-16,3220.0293812056857
2018-06-17,6680.2024798251605
2018-06-18,7341.860076833103
2018-06-19,6992.77066188438
2018-06-20,6734.217970834325
2018-06-21,6640.546538110537
2018-06-22,5844.6495871711
2018-06-23,3237.945387814453
2018-06-24,6652.03807521284
2018-06-25,7270.3212016857415
2018-06-26,6881.663560732163
2018-06-27,6588.3264563809435
2018-06-28,6465.422972448619
2018-06-29,5646.570487637984
2018-06-30,3023.6667361882155
2018-07-01,6428.60212697493
2018-07-02,7044.858639900009
2018-07-03,6661.19653700727
2018-07-04,6379.577966293425
2018-07-05,6274.6993988859285
2018-07-06,5479.475579161413
2018-07-07,2885.021105913978
2018-07-08,6322.325370005975
2018-07-09,6973.878600670104
2018-07-10,6627.387810001186
2018-07-11,6383.730850330752
2018-07-12,6316.519637477811
2018-07-13,5557.614333528722
2018-07-14,2997.133748684035
2018-07-15,6465.156881211404
2018-07-16,7143.372616763048
2018-07-17,6818.815741145645
2018-07-18,6591.836959660838
2018-07-19,6535.677581643929
2018-07-20,5781.990407443648
2018-07-21,3220.851964822732
2018-07-22,6682.461046652259
2018-07-23,7348.7807470911175
2018-07-24,7007.262462327301
2018-07-25,6758.799986053431
2018-07-26,6677.28490640574
2018-07-27,5895.097293635767
2018-07-28,3303.11848333139
2018-07-29,6732.379783018976
2018-07-30,7365.686978136432
2018-07-31,6991.318952754126
2018-08-01,6710.957515352322
2018-08-02,6599.22036294762
2018-08-03,5789.140021409588
2018-08-04,3172.1351959835315
2018-08-05,6579.670718514488
2018-08-06,7194.8644330895795
2018-08-07,6806.1805070936825
2018-08-08,6515.3581645124605
2018-08-09,6396.947736389184
2018-08-10,5583.796695992973
2018-08-11,2967.031817738916
2018-08-12,6377.733236104559
2018-08-13,6998.558235306524
2018-08-14,6617.453661066646
2018-08-15,6335.605291239525
2018-08-16,6226.995355900297
2018-08-17,5423.910149587677
2018-08-18,2816.9431514967164
2018-08-19,6236.68873183958
2018-08-20,6865.383624003559
2018-08-21,6490.634470596701
2018-08-22,6213.379282668313
2018-08-23,6107.453607169607
2018-08-24,5305.103063821311
2018-08-25,2696.987508613922
2018-08-26,6113.572380956168
2018-08-27,6737.661966050019
2018-08-28,6357.218196885062
2018-08-29,6073.608085524488
2018-08-30,5961.15357547279
2018-08-31,5152.625510809081
2018-09-01,2539.22759997399
2018-09-02,5952.266098872888
2018-09-03,6574.7632033745695
2018-09-04,6195.153408251247
2018-09-05,5915.211728715679
2018-09-06,5809.585710716768
2018-09-07,5011.27406068324
2018-09-08,2411.5983217502903
2018-09-09,5841.863777277799
2018-09-10,6484.967918409959
2018-09-11,6129.0959589713975
2018-09-12,5875.652390756806
2018-09-13,5798.800469565801
2018-09-14,5030.952293184581
2018-09-15,2462.755600184059
2018-09-16,5924.773050814612
2018-09-17,6599.11179854996
2018-09-18,6273.142213502122
2018-09-19,6047.454053739844
2018-09-20,5995.421223578155
2018-09-21,5248.71699719201
2018-09-22,2697.325046401967
2018-09-23,6171.241260417753
2018-09-24,6851.779832917115
2018-09-25,6526.339813956549
2018-09-26,6295.343830412456
2018-09-27,6232.155644539167
2018-09-28,5468.600065718376
2018-09-29,2894.9739286780305
2018-09-30,6341.743040986768
2018-10-01,6991.182235840883
2018-10-02,6631.09692816114
2018-10-03,6362.774232754591
2018-10-04,6260.534782511081
2018-10-05,5457.227363010413
2018-10-06,2844.212175361115
2018-10-07,6253.028412002425
2018-10-08,6867.004123932039
2018-10-09,6474.947655419281
2018-10-10,6179.069593390551
2018-10-11,6054.507240910222
2018-10-12,5234.794560727709
2018-10-13,2611.8241623325075
2018-10-14,6017.497687824134
2018-10-15,6635.323134070358
2018-10-16,6254.098816321567
2018-10-17,5975.833205808145
2018-10-18,5875.2727825433285
2018-10-19,5085.380821516544
2018-10-20,2497.313497805359
2018-10-21,5942.089321645126
2018-10-22,6602.209948552439
2018-10-23,6265.371442054751
2018-10-24,6031.97263772164
2018-10-25,5976.001097749312
2018-10-26,5229.220273816248
2018-10-27,2681.6216814337404
2018-10-28,6163.127919292927
2018-10-29,6855.245439103503
2018-10-30,6544.805202243984
2018-10-31,6331.938832861233
2018-11-01,6289.660778213718
2018-11-02,5549.397804119764
2018-11-03,3001.0107067232707
2018-11-04,6474.5028785733375
2018-11-05,7151.672572565933
2018-11-06,6819.846948636476
2018-11-07,6579.845636041792
2018-11-08,6505.544618733932
2018-11-09,5729.382233944312
2018-11-10,3142.3527823802538
2018-11-11,6575.683142729333
2018-11-12,7212.450106984662
2018-11-13,6841.277487667523
2018-11-14,6564.261763702098
2018-11-15,6456.498143805552
2018-11-16,5651.5499174278275
2018-11-17,3041.407648689173
2018-11-18,6458.134610113625
2018-11-19,7085.457095304071
2018-11-20,6712.4394755171525
2018-11-21,6441.3934483195735
2018-11-22,6347.39388612706
2018-11-23,5563.217080641267
2018-11-24,2980.8852880155673
2018-11-25,6431.739625384091
2018-11-26,7098.574102267105
2018-11-27,6769.333103883912
2018-11-28,6545.048655217976
2018-11-29,6499.389160737104
2018-11-30,5764.161994776841
2018-12-01,3229.315704805248
2018-12-02,6724.637152126181
2018-12-03,7431.4009054172975
2018-12-04,7136.109212981617
2018-12-05,6938.470287187669
2018-12-06,6910.985466101499
2018-12-07,6184.486560916066
2018-12-08,3648.168176896184
2018-12-09,7131.309478356958
2018-12-10,7814.94200251838
2018-12-11,7485.601301412886
2018-12-12,7243.309778122363
2018-12-13,7161.16110511132
2018-12-14,6370.847551339935
2018-12-15,3762.6752196155076
2018-12-16,7167.2620683205905
2018-12-17,7767.175905558346
2018-12-18,7350.65088198682
2018-12-19,7019.530739621751
2018-12-20,6848.810215075844
2018-12-21,5972.117027385976
2018-12-22,3281.322371579437
2018-12-23,6609.267221599383
2018-12-24,7140.280362580461
2018-12-25,6664.210306212272
2018-12-26,6284.329212652296
2018-12-27,6076.839468704772
2018-12-28,5176.326236215918
2018-12-29,2475.7028782827633
2018-12-30,5807.845911489705
2018-12-31,6357.178267220042
2019-01-01,5913.3407620733515
2019-01-02,5579.1011514668235
2019-01-03,5429.872996114979
2019-01-04,4599.187295813006
2019-01-05,1978.6632637745715
2019-01-06,5399.6741960462095
2019-01-07,6044.966385896494
2019-01-08,5702.370034562374
2019-01-09,5472.750494553241
2019-01-10,5429.570976866327
2019-01-11,4704.408548572456
2019-01-12,2186.968666250224
2019-01-13,5706.793103456901
2019-01-14,6444.9181863069525
2019-01-15,6187.621340171839
2019-01-16,6034.403447933752
2019-01-17,6057.577448750631
2019-01-18,5387.804451882425
2019-01-19,2914.1222231321203
2019-01-20,6465.660685190875
2019-01-21,7223.301307223117
2019-01-22,6973.418502703006
2019-01-23,6815.850863423298
2019-01-24,6823.473081319384
2019-01-25,6127.710440004895
2019-01-26,3618.5414437627023
2019-01-27,7126.1840364742375
2019-01-28,7832.723167999532
2019-01-29,7525.818774052372
2019-01-30,7306.64291954952
2019-01-31,7249.417931099502
2019-02-01,6486.898295546536
2019-02-02,3910.3427445629713
2019-02-03,7351.172744983336
2019-02-04,7992.575815141906
2019-02-05,7623.193276205724
2019-02-06,7345.041597391865
2019-02-07,7233.039427343576
2019-02-08,6420.483207806143
2019-02-09,3799.0177616678316
2019-02-10,7200.2979039818565
2019-02-11,7807.59919088738
2019-02-12,7409.516987805628
2019-02-13,7107.902482203722
2019-02-14,6977.4071123154745
2019-02-15,6150.977620922766
2019-02-16,3519.8473964469545
2019-02-17,6915.219400489145
2019-02-18,7519.898052500609
2019-02-19,7122.008536831964
2019-02-20,6822.95149606765
2019-02-21,6696.9639690573285
2019-02-22,5876.628315288368
2019-02-23,3252.8743489694966
2019-02-24,6656.669714793793
2019-02-25,7270.655708697343
2019-02-26,6882.866971969374
2019-02-27,6594.683107079634
2019-02-28,6480.383302143877
2019-03-01,5672.645989964638
2019-03-02,3062.539225384627
2019-03-03,6481.197301935901
2019-03-04,7111.441390409176
2019-03-05,6741.483250586544
2019-03-06,6472.860713616775
2019-03-07,6379.976674933625
2019-03-08,5595.5842586993
2019-03-09,3010.764432321897
2019-03-10,6456.5921271152765
2019-03-11,7115.749104562104
2019-03-12,6776.222981989616
2019-03-13,6539.241371479972
2019-03-14,6478.813012083751
2019-03-15,5727.218575408486
2019-03-16,3174.9973193637247
2019-03-17,6652.625422154042
2019-03-18,7342.143897654201
2019-03-19,7030.875064387901
2019-03-20,6819.3759893164815
2019-03-21,6781.000180553458
2019-03-22,6047.4095478894415
2019-03-23,3508.582112377665
2019-03-24,6994.510583555165
2019-03-25,7686.8490229599865
2019-03-26,7372.645890646003
2019-03-27,7152.311295479973
2019-03-28,7099.189190829356
2019-03-29,6345.076096528154
2019-03-30,3780.2314982229004
2019-03-31,7235.074841453314
2019-04-01,7891.826247316426
2019-04-02,7538.229315115197
2019-04-03,7275.504015898168
2019-04-04,7177.900740074258
2019-04-05,6378.197523173788
2019-04-06,3767.6861550216922
2019-04-07,7177.84273978453
2019-04-08,7791.94056157209
2019-04-09,7398.744405325075
2019-04-10,7100.435155653651
2019-04-11,6972.136564614441
2019-04-12,6147.387026208111
2019-04-13,3518.102836564914
2019-04-14,6916.22921823005
2019-04-15,7525.337589045267
2019-04-16,7134.308746549762
2019-04-17,6845.251189950494
2019-04-18,6733.026735511812
2019-04-19,5930.726383182746
2019-04-20,3329.642883968157
2019-04-21,6760.936106099859
2019-04-22,7407.268415567498
2019-04-23,7056.453960835144
2019-04-24,6809.461116819342
2019-04-25,6739.948909676465
2019-04-26,5979.774894769273
2019-04-27,3419.001005174292
2019-04-28,6887.592552740501
2019-04-29,7567.06759866681
2019-04-30,7244.234967302848
2019-05-01,7019.168634122999
2019-05-02,6964.789099235347
2019-05-03,6212.393151201205
2019-05-04,3651.676952366534
2019-05-05,7112.447104705236
2019-05-06,7776.276530245859
2019-05-07,7430.243210291616
2019-05-08,7174.899444845657
2019-05-09,7083.84233801546
2019-05-10,6289.227170019774
2019-05-11,3681.7689989472997
2019-05-12,7092.42770778036
2019-05-13,7704.034017663125
2019-05-14,7304.995309611243
2019-05-15,6997.229803656095
2019-05-16,6855.700753534843
2019-05-17,6013.893308128964
2019-05-18,3363.780384157647
2019-05-19,6737.473749171149
2019-05-20,7318.818774425247
2019-05-21,6897.072566310028
2019-05-22,6574.8316736171355
2019-05-23,6427.497291981368
2019-05-24,5588.789909788543
2019-05-25,2950.691326174453
2019-05-26,6345.094830980051
2019-05-27,6955.405162276001
2019-05-28,6570.227815189153
2019-05-29,6291.29672081855
2019-05-30,6193.0121479025665
2019-05-31,5407.9313916417705
2019-06-01,2826.758228537835
2019-06-02,6280.026701519704
2019-06-03,6949.736808482199
2019-06-04,6623.080690027069
2019-06-05,6400.407326825018
2019-06-06,6354.796588767273
2019-06-07,5617.584216529144
2019-06-08,3078.3827837439835
2019-06-09,6566.793353691771
2019-06-10,7264.064656413846
2019-06-11,6956.837758908891
2019-06-12,6745.12375676861
2019-06-13,6701.885001809687
2019-06-14,5958.561281205847
2019-06-15,3405.0859984684466
2019-06-16,6871.587238091194
2019-06-17,7540.030868601159
2019-06-18,7197.9441359300035
2019-06-19,6946.367891416355
2019-06-20,6859.4087030265455
2019-06-21,6069.804266633682
2019-06-22,3468.6922210824987
2019-06-23,6887.48990162452
2019-06-24,7509.431455745901
2019-06-25,7123.25758746255
2019-06-26,6831.1358322479255
2019-06-27,6708.183478393763
2019-06-28,5887.936163278321
2019-06-29,3262.308773890688
2019-06-30,6663.245034529082
2019-07-01,7274.314316801507
2019-07-02,6884.395346789527
2019-07-03,6595.595984093665
2019-07-04,6482.7811333099
2019-07-05,5679.051605350851
2019-07-06,3075.7201996728613
2019-07-07,6503.9808953495685
2019-07-08,7146.529071090392
2019-07-09,6791.271711742436
2019-07-10,6539.275979371466
2019-07-11,6464.327355862179
2019-07-12,5698.439290830214
2019-07-13,3131.8597368385867
2019-07-14,6594.769592170116
2019-07-15,7268.930149595595
2019-07-16,6941.417756850084
2019-07-17,6712.593405796542
2019-07-18,6655.6779057051535
2019-07-19,5902.274147185423
2019-07-20,3342.3815471047515
2019-07-21,6806.09754593395
2019-07-22,7475.313432786519
2019-07-23,7137.291942911692
2019-07-24,6892.776426689399
2019-07-25,6815.500849421092
2019-07-26,6037.693551726986
2019-07-27,3450.070300341763
2019-07-28,6883.512197993087
2019-07-29,7520.6863012173835
2019-07-30,7149.748078797957
2019-07-31,6872.274501346688
2019-08-01,6762.799603884285
2019-08-02,5954.295289499353
2019-08-03,3338.1437622448166
2019-08-04,6745.79775497097
2019-08-05,7360.386898298015
2019-08-06,6970.409747532853
2019-08-07,6677.66051793897
2019-08-08,6556.76249899348
2019-08-09,5740.650910491828
2019-08-10,3120.551451159637
2019-08-11,6527.650440614807
2019-08-12,7144.714518506735
2019-08-13,6759.798930106173
2019-08-14,6474.19287299732
2019-08-15,6361.973229061615
2019-08-16,5555.508749717595
2019-08-17,2945.4602230374344
2019-08-18,6362.471797701974
2019-08-19,6988.810721297014
2019-08-20,6612.093857332533
2019-08-21,6333.248853458553
2019-08-22,6226.080764830367
2019-08-23,5422.830764654243
2019-08-24,2814.0472265475746
2019-08-25,6230.41402991419
2019-08-26,6854.343416894664
2019-08-27,6473.696764480321
2019-08-28,6189.7363507953105
2019-08-29,6076.679233327559
2019-08-30,5267.195309148516
2019-08-31,2652.3952970630567
2019-09-01,6063.504229838598
2019-09-02,6683.478315902862
2019-09-03,6300.704306785624
2019-09-04,6016.930159723688
2019-09-05,5906.798832152859
2019-09-06,5103.32796966125
2019-09-07,2497.8818681721355
2019-09-08,5921.831868993118
2019-09-09,6558.163526913135
2019-09-10,6195.170063015987
2019-09-11,5934.381148685412
2019-09-12,5850.098987659989
2019-09-13,5074.88445482017
2019-09-14,2499.539536595076
2019-09-15,5954.781964711578
2019-09-16,6622.8699935447685
2019-09-17,6291.316330140857
2019-09-18,6060.839663416617
2019-09-19,6004.925079033344
2019-09-20,5255.3353789269195
2019-09-21,2702.1187732527815
2019-09-22,6175.308045819683
2019-09-23,6856.568363491842
2019-09-24,6532.932034296442
2019-09-25,6304.76777193044
2019-09-26,6245.3555516487
2019-09-27,5486.4081654292
2019-09-28,2918.084756300016
2019-09-29,6370.691132352031
2019-09-30,7026.323909585584
2019-10-01,6672.5967715152
2019-10-02,6410.596774411986
2019-10-03,6314.441689975361
2019-10-04,5516.780343512258
2019-10-05,2908.7815937521655
2019-10-06,6321.80747053057
2019-10-07,6939.028283028345
2019-10-08,6549.118815881481
2019-10-09,6254.18441375893
2019-10-10,6129.2888341825765
2019-10-11,5307.926705183752
2019-10-12,2681.9870761707734
2019-10-13,6083.40435919663
2019-10-14,6695.75516871185
2019-10-15,6307.940765817381
2019-10-16,6022.1043706613755
2019-10-17,5913.155545198017
2019-10-18,5114.2446536825755
2019-10-19,2516.733901711062
2019-10-20,5951.861103054733
2019-10-21,6602.354376317265
2019-10-22,6256.137021285792
2019-10-23,6014.271243301006
2019-10-24,5950.512209965395
2019-10-25,5196.814626492538
2019-10-26,2643.337429296021
2019-10-27,6120.141794384628
2019-10-28,6808.839662235665
2019-10-29,6496.331080433607
2019-10-30,6282.778045143884
2019-10-31,6241.185447102111
2019-11-01,5502.930493151317
2019-11-02,2957.785499263767
2019-11-03,6435.628674224472
2019-11-04,7118.099686258929
2019-11-05,6792.338014310441
2019-11-06,6558.951704257649
2019-11-07,6491.587198216406
2019-11-08,5722.441865091362
2019-11-09,3142.2645501373518
2019-11-10,6582.039342577273
2019-11-11,7224.610075534935
2019-11-12,6858.384405566081
2019-11-13,6585.266037412777
2019-11-14,6480.186781591274
2019-11-15,5676.581137906347
2019-11-16,3066.349803356008
2019-11-17,6481.508368834691
2019-11-18,7105.779739330785
2019-11-19,6728.270070297241
2019-11-20,6451.3776292625735
2019-11-21,6350.306987039624
2019-11-22,5558.531800247174
2019-11-23,2967.7529869548266
2019-11-24,6409.548785671166
2019-11-25,7066.975272296206
2019-11-26,6728.256979616933
2019-11-27,6494.716695451983
2019-11-28,6440.316334301385
2019-11-29,5697.151463118084
2019-11-30,3155.445474734775
2019-12-01,6645.238940215802
2019-12-02,7348.03167640719
2019-12-03,7050.516056205689
2019-12-04,6852.549481879354
2019-12-05,6826.736750522348
2019-12-06,6103.963758352942
2019-12-07,3573.4274388777003
2019-12-08,7064.356479284723
2019-12-09,7757.679458207981
2019-12-10,7439.778185284727
2019-12-11,7210.473573411413
2019-12-12,7142.614359687836
2019-12-13,6367.609896101633
2019-12-14,3775.4518742271534
2019-12-15,7196.4196932743325
2019-12-16,7812.726471614993
2019-12-17,7412.244021824232
2019-12-18,7096.4548278689745
2019-12-19,6940.002197732515
2019-12-20,6076.18079555201
2019-12-21,3396.9135007486516
2019-12-22,6734.410456588917
2019-12-23,7272.768501074124
2019-12-24,6801.650499636362
2019-12-25,6424.193792773423
2019-12-26,6216.520049138868
2019-12-27,5313.189759229949
2019-12-28,2607.148233227863
2019-12-29,5931.359743661353
2019-12-30,6470.388619024131
2019-12-31,6014.067281028949
2020-01-01,5665.40063914036
2020-01-02,5500.079257484777
2020-01-03,4651.944374211398
2020-01-04,2012.9513290007312
2020-01-05,5414.827547281739
2020-01-06,6040.683237556929
2020-01-07,5678.713965279858
2020-01-13,6325.01135822629
2020-01-14,6057.52241418626
2020-01-15,5896.270713234578
2020-01-16,5913.649110551769
2020-01-17,5240.350382499163
2020-01-18,2765.3965964429835
2020-01-19,6317.856630743008
2020-01-20,7078.508633941407
2020-01-21,6833.585447756062
2020-01-22,6682.750658432741
2020-01-23,6698.676006485338
2020-01-24,6012.561855192379
2020-01-25,3514.1461127966263
2020-01-26,7033.396881111081
2020-01-27,7752.146408860122
2020-01-28,7457.805243012775
2020-01-29,7251.3051660888705
2020-01-30,7206.64259844361
2020-01-31,6456.365115210365
2020-02-01,3891.5473930508483
2020-02-02,7343.4527269050295
2020-02-03,7994.680867788727
2020-02-04,7634.229847683725
2020-02-05,7364.044790109834
2020-02-06,7259.001992414271
2020-02-07,6452.383150302637
2020-02-13,7025.463618975054
2020-02-14,6199.13907954895
2020-02-15,3567.608011092217
2020-02-16,6962.160659378481
2020-02-17,7565.681641157852
2020-02-18,7166.3665597624895
2020-02-19,6865.674584425896
2020-02-20,6737.887927418235
2020-02-21,5915.619956415205
2020-02-22,3289.8172123827926
2020-02-23,6691.450331814429
2020-02-24,7303.151042382408
2020-02-25,6912.933601215771
2020-02-26,6622.148645008336
2020-02-27,6505.040443651614
2020-02-28,5694.249474476919
2020-03-01,6495.809224392956
2020-03-02,7122.052152582356
2020-03-03,6747.726970621094
2020-03-04,6474.3636406369715
2020-03-05,6376.370879756953
2020-03-06,5586.5229168127435
2020-03-07,2995.9381160781013
2020-03-13,5675.406437761639
2020-03-14,3117.5823067523215
2020-03-15,6590.092227243235
2020-03-16,7275.102601232369
2020-03-17,6960.055100577741
2020-03-18,6745.616080090917
2020-03-19,6705.234370762352
2020-03-20,5970.649605233707
2020-03-21,3431.896682699821
2020-03-22,6919.001615889527
2020-03-23,7613.62606909692
2020-03-24,7302.7989833877855
2020-03-25,7086.883169243629
2020-03-26,7039.147652500839
2020-03-27,6291.287373695932
2020-03-28,3733.4353850406105
2020-03-29,7195.86243053033
2020-03-30,7860.620978905824
2020-03-31,7515.271994278037
2020-04-01,7260.842346257966
2020-04-02,7171.383802091739
2020-04-03,6379.475488773642
2020-04-04,3776.215383065276
2020-04-05,7192.896242357802
2020-04-06,7812.623674123066
2020-04-07,7424.015338624271
2020-04-13,7551.5791402537525
2020-04-14,7156.203029663278
2020-04-15,6861.695140284008
2020-04-16,6743.060857653934
2020-04-17,5933.562303177921
2020-04-18,3324.6866191028744
2020-04-19,6747.806344762589
2020-04-20,7385.790167877019
2020-04-21,7026.7034032333795
2020-04-22,6771.746989007223
2020-04-23,6694.806622233313
2020-04-24,5927.954368738416
2020-04-25,3361.448503928597
2020-04-26,6825.426937137121
2020-04-27,7501.551596859337
2020-04-28,7176.742195590945
2020-04-29,6951.147230767053
2020-04-30,6897.7229358374625
2020-05-01,6147.76166225372
2020-05-02,3590.9146712367074
2020-05-03,7056.90401164374
2020-05-04,7727.180304427105
2020-05-05,7388.6644338507995
2020-05-06,7141.720732743486
2020-05-07,7059.732266124036
2020-05-13,7027.802569132634
2020-05-14,6893.117756754905
2020-05-15,6056.919132667621
2020-05-16,3411.015137577643
2020-05-17,6787.388018633402
2020-05-18,7369.792173874914
2020-05-19,6947.434846718084
2020-05-20,6622.888416972535
2020-05-21,6471.606556830304
2020-05-22,5627.387407770464
2020-05-23,2982.3305082042343
2020-05-24,6368.48392576729
2020-05-25,6969.440170478036
2020-05-26,6574.020572964439
2020-05-27,6284.197281574336
2020-05-28,6174.62488670207
2020-05-29,5378.124409071278
2020-05-30,2785.6658142268166
2020-05-31,6228.044807895308
2020-06-01,6887.511676131436
2020-06-02,6551.49095303911
2020-06-03,6320.540103670095
2020-06-04,6267.918226973221
2020-06-05,5525.106503141008
2020-06-06,2981.8255542686093
2020-06-07,6467.744526656557
2020-06-13,3323.0731692010586
2020-06-14,6796.71732913574
2020-06-15,7473.050999269608
2020-06-16,7139.371479462356
2020-06-17,6896.4798195439025
2020-06-18,6818.239494095584
2020-06-19,6037.077226290451
2020-06-20,3443.9717328674133
2020-06-21,6870.126046668448
2020-06-22,7498.581376977906
2020-06-23,7117.91177296956
2020-06-24,6830.148532822999
2020-06-25,6710.306367305139
2020-06-26,5891.854265995387
2020-06-27,3266.6776433048167
2020-06-28,6666.72812435951
2020-06-29,7275.619513514209
2020-06-30,6882.309656724074
2020-07-01,6589.017437939632
2020-07-02,6470.747060589224
2020-07-03,5660.762546189336
2020-07-04,3050.5588547088114
2020-07-05,6471.525664245227
2020-07-06,7106.561890829624
2020-07-07,6743.780072690487
2020-07-13,7186.40122871262
2020-07-14,6856.073287707892
2020-07-15,6625.5255899974045
2020-07-16,6567.997040004241
2020-07-17,5815.077629779968
2020-07-18,3256.7240430883667
2020-07-19,6722.963160100337
2020-07-20,7395.5404826694385
2020-07-21,7061.651729820662
2020-07-22,6821.905483224505
2020-07-23,6749.887814382042
2020-07-24,5977.670779444444
2020-07-25,3395.8103429017215
2020-07-26,6835.029147985242
2020-07-27,7477.841834027851
2020-07-28,7112.261892037267
2020-07-29,6839.738718817944
2020-07-30,6734.696596196507
2020-07-31,5930.0182669126725
2020-08-01,3317.019419916995
2020-08-02,6727.1101987226375
2020-08-03,7343.402052034708
2020-08-04,6954.399441425091
2020-08-05,6661.925480319107
2020-08-06,6540.653522324966
2020-08-07,5723.58753250896
2020-09-01,6263.9347660444155
2020-09-02,5978.171341333097
2020-09-03,5865.387198313541
2020-09-04,5058.589648145977
2020-09-05,2449.1559864582487
2020-09-06,5868.494370425751
2020-09-07,6499.6506777140285
